oid,cid,pid,cat,qty,price
19283,c19283,p83,cloth,4,16
19284,c19284,p84,food,5,33
19285,c19285,p85,toys,1,50
19286,c19286,p86,beauty,2,67
19287,c19287,p87,sport,3,84
19288,c19288,p88,elec,4,101
19289,c19289,p89,books,5,118
19290,c19290,p90,home,1,135
19291,c19291,p91,cloth,2,152
19292,c19292,p92,food,3,169
19293,c19293,p93,toys,4,186
19294,c19294,p94,beauty,5,203
19295,c19295,p95,sport,1,20
19296,c19296,p96,elec,2,37
19297,c19297,p97,books,3,54
19298,c19298,p98,home,4,71
19299,c19299,p99,cloth,5,88
19300,c19300,p100,food,1,105
19301,c19301,p101,toys,2,122
19302,c19302,p102,beauty,3,139
19303,c19303,p103,sport,4,156
19304,c19304,p104,elec,5,173
19305,c19305,p105,books,1,190
19306,c19306,p106,home,2,7
19307,c19307,p107,cloth,3,24
19308,c19308,p108,food,4,41
19309,c19309,p109,toys,5,58
19310,c19310,p110,beauty,1,75
19311,c19311,p111,sport,2,92
19312,c19312,p112,elec,3,109
19313,c19313,p113,books,4,126
19314,c19314,p114,home,5,143
19315,c19315,p115,cloth,1,160
19316,c19316,p116,food,2,177
19317,c19317,p117,toys,3,194
19318,c19318,p118,beauty,4,11
19319,c19319,p119,sport,5,28
19320,c19320,p120,elec,1,45
19321,c19321,p121,books,2,62
19322,c19322,p122,home,3,79
19323,c19323,p123,cloth,4,96
19324,c19324,p124,food,5,113
19325,c19325,p125,toys,1,130
19326,c19326,p126,beauty,2,147
19327,c19327,p127,sport,3,164
19328,c19328,p128,elec,4,181
19329,c19329,p129,books,5,198
19330,c19330,p130,home,1,15
19331,c19331,p131,cloth,2,32
19332,c19332,p132,food,3,49
19333,c19333,p133,toys,4,66
19334,c19334,p134,beauty,5,83
19335,c19335,p135,sport,1,100
19336,c19336,p136,elec,2,117
19337,c19337,p137,books,3,134
19338,c19338,p138,home,4,151
19339,c19339,p139,cloth,5,168
19340,c19340,p140,food,1,185
19341,c19341,p141,toys,2,202
19342,c19342,p142,beauty,3,19
19343,c19343,p143,sport,4,36
19344,c19344,p144,elec,5,53
19345,c19345,p145,books,1,70
19346,c19346,p146,home,2,87
19347,c19347,p147,cloth,3,104
19348,c19348,p148,food,4,121
19349,c19349,p149,toys,5,138
19350,c19350,p150,beauty,1,155
19351,c19351,p151,sport,2,172
19352,c19352,p152,elec,3,189
19353,c19353,p153,books,4,6
19354,c19354,p154,home,5,23
19355,c19355,p155,cloth,1,40
19356,c19356,p156,food,2,57
19357,c19357,p157,toys,3,74
19358,c19358,p158,beauty,4,91
19359,c19359,p159,sport,5,108
19360,c19360,p160,elec,1,125
19361,c19361,p161,books,2,142
19362,c19362,p162,home,3,159
19363,c19363,p163,cloth,4,176
19364,c19364,p164,food,5,193
19365,c19365,p165,toys,1,10
19366,c19366,p166,beauty,2,27
19367,c19367,p167,sport,3,44
19368,c19368,p168,elec,4,61
19369,c19369,p169,books,5,78
19370,c19370,p170,home,1,95
19371,c19371,p171,cloth,2,112
19372,c19372,p172,food,3,129
19373,c19373,p173,toys,4,146
19374,c19374,p174,beauty,5,163
19375,c19375,p175,sport,1,180
19376,c19376,p176,elec,2,197
19377,c19377,p177,books,3,14
19378,c19378,p178,home,4,31
19379,c19379,p179,cloth,5,48
19380,c19380,p180,food,1,65
19381,c19381,p181,toys,2,82
19382,c19382,p182,beauty,3,99
19383,c19383,p183,sport,4,116
19384,c19384,p184,elec,5,133
19385,c19385,p185,books,1,150
19386,c19386,p186,home,2,167
19387,c19387,p187,cloth,3,184
19388,c19388,p188,food,4,201
19389,c19389,p189,toys,5,18
19390,c19390,p190,beauty,1,35
19391,c19391,p191,sport,2,52
19392,c19392,p192,elec,3,69
19393,c19393,p193,books,4,86
19394,c19394,p194,home,5,103
19395,c19395,p195,cloth,1,120
19396,c19396,p196,food,2,137
19397,c19397,p197,toys,3,154
19398,c19398,p198,beauty,4,171
19399,c19399,p199,sport,5,188
19400,c19400,p0,elec,1,5
19401,c19401,p1,books,2,22
19402,c19402,p2,home,3,39
19403,c19403,p3,cloth,4,56
19404,c19404,p4,food,5,73
19405,c19405,p5,toys,1,90
19406,c19406,p6,beauty,2,107
19407,c19407,p7,sport,3,124
19408,c19408,p8,elec,4,141
19409,c19409,p9,books,5,158
19410,c19410,p10,home,1,175
19411,c19411,p11,cloth,2,192
19412,c19412,p12,food,3,9
19413,c19413,p13,toys,4,26
19414,c19414,p14,beauty,5,43
19415,c19415,p15,sport,1,60
19416,c19416,p16,elec,2,77
19417,c19417,p17,books,3,94
19418,c19418,p18,home,4,111
19419,c19419,p19,cloth,5,128
19420,c19420,p20,food,1,145
19421,c19421,p21,toys,2,162
19422,c19422,p22,beauty,3,179
19423,c19423,p23,sport,4,196
19424,c19424,p24,elec,5,13
19425,c19425,p25,books,1,30
19426,c19426,p26,home,2,47
19427,c19427,p27,cloth,3,64
19428,c19428,p28,food,4,81
19429,c19429,p29,toys,5,98
19430,c19430,p30,beauty,1,115
19431,c19431,p31,sport,2,132
19432,c19432,p32,elec,3,149
19433,c19433,p33,books,4,166
19434,c19434,p34,home,5,183
19435,c19435,p35,cloth,1,200
19436,c19436,p36,food,2,17
19437,c19437,p37,toys,3,34
19438,c19438,p38,beauty,4,51
19439,c19439,p39,sport,5,68
19440,c19440,p40,elec,1,85
19441,c19441,p41,books,2,102
19442,c19442,p42,home,3,119
19443,c19443,p43,cloth,4,136
19444,c19444,p44,food,5,153
19445,c19445,p45,toys,1,170
19446,c19446,p46,beauty,2,187
19447,c19447,p47,sport,3,204
19448,c19448,p48,elec,4,21
19449,c19449,p49,books,5,38
19450,c19450,p50,home,1,55
19451,c19451,p51,cloth,2,72
19452,c19452,p52,food,3,89
19453,c19453,p53,toys,4,106
19454,c19454,p54,beauty,5,123
19455,c19455,p55,sport,1,140
19456,c19456,p56,elec,2,157
19457,c19457,p57,books,3,174
19458,c19458,p58,home,4,191
19459,c19459,p59,cloth,5,8
19460,c19460,p60,food,1,25
19461,c19461,p61,toys,2,42
19462,c19462,p62,beauty,3,59
19463,c19463,p63,sport,4,76
19464,c19464,p64,elec,5,93
19465,c19465,p65,books,1,110
19466,c19466,p66,home,2,127
19467,c19467,p67,cloth,3,144
19468,c19468,p68,food,4,161
19469,c19469,p69,toys,5,178
19470,c19470,p70,beauty,1,195
19471,c19471,p71,sport,2,12
19472,c19472,p72,elec,3,29
19473,c19473,p73,books,4,46
19474,c19474,p74,home,5,63
19475,c19475,p75,cloth,1,80
19476,c19476,p76,food,2,97
19477,c19477,p77,toys,3,114
19478,c19478,p78,beauty,4,131
19479,c19479,p79,sport,5,148
19480,c19480,p80,elec,1,165
19481,c19481,p81,books,2,182
19482,c19482,p82,home,3,199
19483,c19483,p83,cloth,4,16
19484,c19484,p84,food,5,33
19485,c19485,p85,toys,1,50
19486,c19486,p86,beauty,2,67
19487,c19487,p87,sport,3,84
19488,c19488,p88,elec,4,101
19489,c19489,p89,books,5,118
19490,c19490,p90,home,1,135
19491,c19491,p91,cloth,2,152
19492,c19492,p92,food,3,169
19493,c19493,p93,toys,4,186
19494,c19494,p94,beauty,5,203
19495,c19495,p95,sport,1,20
19496,c19496,p96,elec,2,37
19497,c19497,p97,books,3,54
19498,c19498,p98,home,4,71
19499,c19499,p99,cloth,5,88
19500,c19500,p100,food,1,105
19501,c19501,p101,toys,2,122
19502,c19502,p102,beauty,3,139
19503,c19503,p103,sport,4,156
19504,c19504,p104,elec,5,173
19505,c19505,p105,books,1,190
19506,c19506,p106,home,2,7
19507,c19507,p107,cloth,3,24
19508,c19508,p108,food,4,41
19509,c19509,p109,toys,5,58
19510,c19510,p110,beauty,1,75
19511,c19511,p111,sport,2,92
19512,c19512,p112,elec,3,109
19513,c19513,p113,books,4,126
19514,c19514,p114,home,5,143
19515,c19515,p115,cloth,1,160
19516,c19516,p116,food,2,177
19517,c19517,p117,toys,3,194
19518,c19518,p118,beauty,4,11
19519,c19519,p119,sport,5,28
19520,c19520,p120,elec,1,45
19521,c19521,p121,books,2,62
19522,c19522,p122,home,3,79
19523,c19523,p123,cloth,4,96
19524,c19524,p124,food,5,113
19525,c19525,p125,toys,1,130
19526,c19526,p126,beauty,2,147
19527,c19527,p127,sport,3,164
19528,c19528,p128,elec,4,181
19529,c19529,p129,books,5,198
19530,c19530,p130,home,1,15
19531,c19531,p131,cloth,2,32
19532,c19532,p132,food,3,49
19533,c19533,p133,toys,4,66
19534,c19534,p134,beauty,5,83
19535,c19535,p135,sport,1,100
19536,c19536,p136,elec,2,117
19537,c19537,p137,books,3,134
19538,c19538,p138,home,4,151
19539,c19539,p139,cloth,5,168
19540,c19540,p140,food,1,185
19541,c19541,p141,toys,2,202
19542,c19542,p142,beauty,3,19
19543,c19543,p143,sport,4,36
19544,c19544,p144,elec,5,53
19545,c19545,p145,books,1,70
19546,c19546,p146,home,2,87
19547,c19547,p147,cloth,3,104
19548,c19548,p148,food,4,121
19549,c19549,p149,toys,5,138
19550,c19550,p150,beauty,1,155
19551,c19551,p151,sport,2,172
19552,c19552,p152,elec,3,189
19553,c19553,p153,books,4,6
19554,c19554,p154,home,5,23
19555,c19555,p155,cloth,1,40
19556,c19556,p156,food,2,57
19557,c19557,p157,toys,3,74
19558,c19558,p158,beauty,4,91
19559,c19559,p159,sport,5,108
19560,c19560,p160,elec,1,125
19561,c19561,p161,books,2,142
19562,c19562,p162,home,3,159
19563,c19563,p163,cloth,4,176
19564,c19564,p164,food,5,193
19565,c19565,p165,toys,1,10
19566,c19566,p166,beauty,2,27
19567,c19567,p167,sport,3,44
19568,c19568,p168,elec,4,61
19569,c19569,p169,books,5,78
19570,c19570,p170,home,1,95
19571,c19571,p171,cloth,2,112
19572,c19572,p172,food,3,129
19573,c19573,p173,toys,4,146
19574,c19574,p174,beauty,5,163
19575,c19575,p175,sport,1,180
19576,c19576,p176,elec,2,197
19577,c19577,p177,books,3,14
19578,c19578,p178,home,4,31
19579,c19579,p179,cloth,5,48
19580,c19580,p180,food,1,65
19581,c19581,p181,toys,2,82
19582,c19582,p182,beauty,3,99
19583,c19583,p183,sport,4,116
19584,c19584,p184,elec,5,133
19585,c19585,p185,books,1,150
19586,c19586,p186,home,2,167
19587,c19587,p187,cloth,3,184
19588,c19588,p188,food,4,201
19589,c19589,p189,toys,5,18
19590,c19590,p190,beauty,1,35
19591,c19591,p191,sport,2,52
19592,c19592,p192,elec,3,69
19593,c19593,p193,books,4,86
19594,c19594,p194,home,5,103
19595,c19595,p195,cloth,1,120
19596,c19596,p196,food,2,137
19597,c19597,p197,toys,3,154
19598,c19598,p198,beauty,4,171
19599,c19599,p199,sport,5,188
19600,c19600,p0,elec,1,5
19601,c19601,p1,books,2,22
19602,c19602,p2,home,3,39
19603,c19603,p3,cloth,4,56
19604,c19604,p4,food,5,73
19605,c19605,p5,toys,1,90
19606,c19606,p6,beauty,2,107
19607,c19607,p7,sport,3,124
19608,c19608,p8,elec,4,141
19609,c19609,p9,books,5,158
19610,c19610,p10,home,1,175
19611,c19611,p11,cloth,2,192
19612,c19612,p12,food,3,9
19613,c19613,p13,toys,4,26
19614,c19614,p14,beauty,5,43
19615,c19615,p15,sport,1,60
19616,c19616,p16,elec,2,77
19617,c19617,p17,books,3,94
19618,c19618,p18,home,4,111
19619,c19619,p19,cloth,5,128
19620,c19620,p20,food,1,145
19621,c19621,p21,toys,2,162
19622,c19622,p22,beauty,3,179
19623,c19623,p23,sport,4,196
19624,c19624,p24,elec,5,13
19625,c19625,p25,books,1,30
19626,c19626,p26,home,2,47
19627,c19627,p27,cloth,3,64
19628,c19628,p28,food,4,81
19629,c19629,p29,toys,5,98
19630,c19630,p30,beauty,1,115
19631,c19631,p31,sport,2,132
19632,c19632,p32,elec,3,149
19633,c19633,p33,books,4,166
19634,c19634,p34,home,5,183
19635,c19635,p35,cloth,1,200
19636,c19636,p36,food,2,17
19637,c19637,p37,toys,3,34
19638,c19638,p38,beauty,4,51
19639,c19639,p39,sport,5,68
19640,c19640,p40,elec,1,85
19641,c19641,p41,books,2,102
19642,c19642,p42,home,3,119
19643,c19643,p43,cloth,4,136
19644,c19644,p44,food,5,153
19645,c19645,p45,toys,1,170
19646,c19646,p46,beauty,2,187
19647,c19647,p47,sport,3,204
19648,c19648,p48,elec,4,21
19649,c19649,p49,books,5,38
19650,c19650,p50,home,1,55
19651,c19651,p51,cloth,2,72
19652,c19652,p52,food,3,89
19653,c19653,p53,toys,4,106
19654,c19654,p54,beauty,5,123
19655,c19655,p55,sport,1,140
19656,c19656,p56,elec,2,157
19657,c19657,p57,books,3,174
19658,c19658,p58,home,4,191
19659,c19659,p59,cloth,5,8
19660,c19660,p60,food,1,25
19661,c19661,p61,toys,2,42
19662,c19662,p62,beauty,3,59
19663,c19663,p63,sport,4,76
19664,c19664,p64,elec,5,93
19665,c19665,p65,books,1,110
19666,c19666,p66,home,2,127
19667,c19667,p67,cloth,3,144
19668,c19668,p68,food,4,161
19669,c19669,p69,toys,5,178
19670,c19670,p70,beauty,1,195
19671,c19671,p71,sport,2,12
19672,c19672,p72,elec,3,29
19673,c19673,p73,books,4,46
19674,c19674,p74,home,5,63
19675,c19675,p75,cloth,1,80
19676,c19676,p76,food,2,97
19677,c19677,p77,toys,3,114
19678,c19678,p78,beauty,4,131
19679,c19679,p79,sport,5,148
19680,c19680,p80,elec,1,165
19681,c19681,p81,books,2,182
19682,c19682,p82,home,3,199
19683,c19683,p83,cloth,4,16
19684,c19684,p84,food,5,33
19685,c19685,p85,toys,1,50
19686,c19686,p86,beauty,2,67
19687,c19687,p87,sport,3,84
19688,c19688,p88,elec,4,101
19689,c19689,p89,books,5,118
19690,c19690,p90,home,1,135
19691,c19691,p91,cloth,2,152
19692,c19692,p92,food,3,169
19693,c19693,p93,toys,4,186
19694,c19694,p94,beauty,5,203
19695,c19695,p95,sport,1,20
19696,c19696,p96,elec,2,37
19697,c19697,p97,books,3,54
19698,c19698,p98,home,4,71
19699,c19699,p99,cloth,5,88
19700,c19700,p100,food,1,105
19701,c19701,p101,toys,2,122
19702,c19702,p102,beauty,3,139
19703,c19703,p103,sport,4,156
19704,c19704,p104,elec,5,173
19705,c19705,p105,books,1,190
19706,c19706,p106,home,2,7
19707,c19707,p107,cloth,3,24
19708,c19708,p108,food,4,41
19709,c19709,p109,toys,5,58
19710,c19710,p110,beauty,1,75
19711,c19711,p111,sport,2,92
19712,c19712,p112,elec,3,109
19713,c19713,p113,books,4,126
19714,c19714,p114,home,5,143
19715,c19715,p115,cloth,1,160
19716,c19716,p116,food,2,177
19717,c19717,p117,toys,3,194
19718,c19718,p118,beauty,4,11
19719,c19719,p119,sport,5,28
19720,c19720,p120,elec,1,45
19721,c19721,p121,books,2,62
19722,c19722,p122,home,3,79
19723,c19723,p123,cloth,4,96
19724,c19724,p124,food,5,113
19725,c19725,p125,toys,1,130
19726,c19726,p126,beauty,2,147
19727,c19727,p127,sport,3,164
19728,c19728,p128,elec,4,181
19729,c19729,p129,books,5,198
19730,c19730,p130,home,1,15
19731,c19731,p131,cloth,2,32
19732,c19732,p132,food,3,49
19733,c19733,p133,toys,4,66
19734,c19734,p134,beauty,5,83
19735,c19735,p135,sport,1,100
19736,c19736,p136,elec,2,117
19737,c19737,p137,books,3,134
19738,c19738,p138,home,4,151
19739,c19739,p139,cloth,5,168
19740,c19740,p140,food,1,185
19741,c19741,p141,toys,2,202
19742,c19742,p142,beauty,3,19
19743,c19743,p143,sport,4,36
19744,c19744,p144,elec,5,53
19745,c19745,p145,books,1,70
19746,c19746,p146,home,2,87
19747,c19747,p147,cloth,3,104
19748,c19748,p148,food,4,121
19749,c19749,p149,toys,5,138
19750,c19750,p150,beauty,1,155
19751,c19751,p151,sport,2,172
19752,c19752,p152,elec,3,189
19753,c19753,p153,books,4,6
19754,c19754,p154,home,5,23
19755,c19755,p155,cloth,1,40
19756,c19756,p156,food,2,57
19757,c19757,p157,toys,3,74
19758,c19758,p158,beauty,4,91
19759,c19759,p159,sport,5,108
19760,c19760,p160,elec,1,125
19761,c19761,p161,books,2,142
19762,c19762,p162,home,3,159
19763,c19763,p163,cloth,4,176
19764,c19764,p164,food,5,193
19765,c19765,p165,toys,1,10
19766,c19766,p166,beauty,2,27
19767,c19767,p167,sport,3,44
19768,c19768,p168,elec,4,61
19769,c19769,p169,books,5,78
19770,c19770,p170,home,1,95
19771,c19771,p171,cloth,2,112
19772,c19772,p172,food,3,129
19773,c19773,p173,toys,4,146
19774,c19774,p174,beauty,5,163
19775,c19775,p175,sport,1,180
19776,c19776,p176,elec,2,197
19777,c19777,p177,books,3,14
19778,c19778,p178,home,4,31
19779,c19779,p179,cloth,5,48
19780,c19780,p180,food,1,65
19781,c19781,p181,toys,2,82
19782,c19782,p182,beauty,3,99
19783,c19783,p183,sport,4,116
19784,c19784,p184,elec,5,133
19785,c19785,p185,books,1,150
19786,c19786,p186,home,2,167
19787,c19787,p187,cloth,3,184
19788,c19788,p188,food,4,201
19789,c19789,p189,toys,5,18
19790,c19790,p190,beauty,1,35
19791,c19791,p191,sport,2,52
19792,c19792,p192,elec,3,69
19793,c19793,p193,books,4,86
19794,c19794,p194,home,5,103
19795,c19795,p195,cloth,1,120
19796,c19796,p196,food,2,137
19797,c19797,p197,toys,3,154
19798,c19798,p198,beauty,4,171
19799,c19799,p199,sport,5,188
19800,c19800,p0,elec,1,5
19801,c19801,p1,books,2,22
19802,c19802,p2,home,3,39
19803,c19803,p3,cloth,4,56
19804,c19804,p4,food,5,73
19805,c19805,p5,toys,1,90
19806,c19806,p6,beauty,2,107
19807,c19807,p7,sport,3,124
19808,c19808,p8,elec,4,141
19809,c19809,p9,books,5,158
19810,c19810,p10,home,1,175
19811,c19811,p11,cloth,2,192
19812,c19812,p12,food,3,9
19813,c19813,p13,toys,4,26
19814,c19814,p14,beauty,5,43
19815,c19815,p15,sport,1,60
19816,c19816,p16,elec,2,77
19817,c19817,p17,books,3,94
19818,c19818,p18,home,4,111
19819,c19819,p19,cloth,5,128
19820,c19820,p20,food,1,145
19821,c19821,p21,toys,2,162
19822,c19822,p22,beauty,3,179
19823,c19823,p23,sport,4,196
19824,c19824,p24,elec,5,13
19825,c19825,p25,books,1,30
19826,c19826,p26,home,2,47
19827,c19827,p27,cloth,3,64
19828,c19828,p28,food,4,81
19829,c19829,p29,toys,5,98
19830,c19830,p30,beauty,1,115
19831,c19831,p31,sport,2,132
19832,c19832,p32,elec,3,149
19833,c19833,p33,books,4,166
19834,c19834,p34,home,5,183
19835,c19835,p35,cloth,1,200
19836,c19836,p36,food,2,17
19837,c19837,p37,toys,3,34
19838,c19838,p38,beauty,4,51
19839,c19839,p39,sport,5,68
19840,c19840,p40,elec,1,85
19841,c19841,p41,books,2,102
19842,c19842,p42,home,3,119
19843,c19843,p43,cloth,4,136
19844,c19844,p44,food,5,153
19845,c19845,p45,toys,1,170
19846,c19846,p46,beauty,2,187
19847,c19847,p47,sport,3,204
19848,c19848,p48,elec,4,21
19849,c19849,p49,books,5,38
19850,c19850,p50,home,1,55
19851,c19851,p51,cloth,2,72
19852,c19852,p52,food,3,89
19853,c19853,p53,toys,4,106
19854,c19854,p54,beauty,5,123
19855,c19855,p55,sport,1,140
19856,c19856,p56,elec,2,157
19857,c19857,p57,books,3,174
19858,c19858,p58,home,4,191
19859,c19859,p59,cloth,5,8
19860,c19860,p60,food,1,25
19861,c19861,p61,toys,2,42
19862,c19862,p62,beauty,3,59
19863,c19863,p63,sport,4,76
19864,c19864,p64,elec,5,93
19865,c19865,p65,books,1,110
19866,c19866,p66,home,2,127
19867,c19867,p67,cloth,3,144
19868,c19868,p68,food,4,161
19869,c19869,p69,toys,5,178
19870,c19870,p70,beauty,1,195
19871,c19871,p71,sport,2,12
19872,c19872,p72,elec,3,29
19873,c19873,p73,books,4,46
19874,c19874,p74,home,5,63
19875,c19875,p75,cloth,1,80
19876,c19876,p76,food,2,97
19877,c19877,p77,toys,3,114
19878,c19878,p78,beauty,4,131
19879,c19879,p79,sport,5,148
19880,c19880,p80,elec,1,165
19881,c19881,p81,books,2,182
19882,c19882,p82,home,3,199
19883,c19883,p83,cloth,4,16
19884,c19884,p84,food,5,33
19885,c19885,p85,toys,1,50
19886,c19886,p86,beauty,2,67
19887,c19887,p87,sport,3,84
19888,c19888,p88,elec,4,101
19889,c19889,p89,books,5,118
19890,c19890,p90,home,1,135
19891,c19891,p91,cloth,2,152
19892,c19892,p92,food,3,169
19893,c19893,p93,toys,4,186
19894,c19894,p94,beauty,5,203
19895,c19895,p95,sport,1,20
19896,c19896,p96,elec,2,37
19897,c19897,p97,books,3,54
19898,c19898,p98,home,4,71
19899,c19899,p99,cloth,5,88
19900,c19900,p100,food,1,105
19901,c19901,p101,toys,2,122
19902,c19902,p102,beauty,3,139
19903,c19903,p103,sport,4,156
19904,c19904,p104,elec,5,173
19905,c19905,p105,books,1,190
19906,c19906,p106,home,2,7
19907,c19907,p107,cloth,3,24
19908,c19908,p108,food,4,41
19909,c19909,p109,toys,5,58
19910,c19910,p110,beauty,1,75
19911,c19911,p111,sport,2,92
19912,c19912,p112,elec,3,109
19913,c19913,p113,books,4,126
19914,c19914,p114,home,5,143
19915,c19915,p115,cloth,1,160
19916,c19916,p116,food,2,177
19917,c19917,p117,toys,3,194
19918,c19918,p118,beauty,4,11
19919,c19919,p119,sport,5,28
19920,c19920,p120,elec,1,45
19921,c19921,p121,books,2,62
19922,c19922,p122,home,3,79
19923,c19923,p123,cloth,4,96
19924,c19924,p124,food,5,113
19925,c19925,p125,toys,1,130
19926,c19926,p126,beauty,2,147
19927,c19927,p127,sport,3,164
19928,c19928,p128,elec,4,181
19929,c19929,p129,books,5,198
19930,c19930,p130,home,1,15
19931,c19931,p131,cloth,2,32
19932,c19932,p132,food,3,49
19933,c19933,p133,toys,4,66
19934,c19934,p134,beauty,5,83
19935,c19935,p135,sport,1,100
19936,c19936,p136,elec,2,117
19937,c19937,p137,books,3,134
19938,c19938,p138,home,4,151
19939,c19939,p139,cloth,5,168
19940,c19940,p140,food,1,185
19941,c19941,p141,toys,2,202
19942,c19942,p142,beauty,3,19
19943,c19943,p143,sport,4,36
19944,c19944,p144,elec,5,53
19945,c19945,p145,books,1,70
19946,c19946,p146,home,2,87
19947,c19947,p147,cloth,3,104
19948,c19948,p148,food,4,121
19949,c19949,p149,toys,5,138
19950,c19950,p150,beauty,1,155
19951,c19951,p151,sport,2,172
19952,c19952,p152,elec,3,189
19953,c19953,p153,books,4,6
19954,c19954,p154,home,5,23
19955,c19955,p155,cloth,1,40
19956,c19956,p156,food,2,57
19957,c19957,p157,toys,3,74
19958,c19958,p158,beauty,4,91
19959,c19959,p159,sport,5,108
19960,c19960,p160,elec,1,125
19961,c19961,p161,books,2,142
19962,c19962,p162,home,3,159
19963,c19963,p163,cloth,4,176
19964,c19964,p164,food,5,193
19965,c19965,p165,toys,1,10
19966,c19966,p166,beauty,2,27
19967,c19967,p167,sport,3,44
19968,c19968,p168,elec,4,61
19969,c19969,p169,books,5,78
19970,c19970,p170,home,1,95
19971,c19971,p171,cloth,2,112
19972,c19972,p172,food,3,129
19973,c19973,p173,toys,4,146
19974,c19974,p174,beauty,5,163
19975,c19975,p175,sport,1,180
19976,c19976,p176,elec,2,197
19977,c19977,p177,books,3,14
19978,c19978,p178,home,4,31
19979,c19979,p179,cloth,5,48
19980,c19980,p180,food,1,65
19981,c19981,p181,toys,2,82
19982,c19982,p182,beauty,3,99
19983,c19983,p183,sport,4,116
19984,c19984,p184,elec,5,133
19985,c19985,p185,books,1,150
19986,c19986,p186,home,2,167
19987,c19987,p187,cloth,3,184
19988,c19988,p188,food,4,201
19989,c19989,p189,toys,5,18
19990,c19990,p190,beauty,1,35
19991,c19991,p191,sport,2,52
19992,c19992,p192,elec,3,69
19993,c19993,p193,books,4,86
19994,c19994,p194,home,5,103
19995,c19995,p195,cloth,1,120
19996,c19996,p196,food,2,137
19997,c19997,p197,toys,3,154
19998,c19998,p198,beauty,4,171
19999,c19999,p199,sport,5,188
20000,c20000,p0,elec,1,5
20001,c20001,p1,books,2,22
20002,c20002,p2,home,3,39
20003,c20003,p3,cloth,4,56
20004,c20004,p4,food,5,73
20005,c20005,p5,toys,1,90
20006,c20006,p6,beauty,2,107
20007,c20007,p7,sport,3,124
20008,c20008,p8,elec,4,141
20009,c20009,p9,books,5,158
20010,c20010,p10,home,1,175
20011,c20011,p11,cloth,2,192
20012,c20012,p12,food,3,9
20013,c20013,p13,toys,4,26
20014,c20014,p14,beauty,5,43
20015,c20015,p15,sport,1,60
20016,c20016,p16,elec,2,77
20017,c20017,p17,books,3,94
20018,c20018,p18,home,4,111
20019,c20019,p19,cloth,5,128
20020,c20020,p20,food,1,145
20021,c20021,p21,toys,2,162
20022,c20022,p22,beauty,3,179
20023,c20023,p23,sport,4,196
20024,c20024,p24,elec,5,13
20025,c20025,p25,books,1,30
20026,c20026,p26,home,2,47
20027,c20027,p27,cloth,3,64
20028,c20028,p28,food,4,81
20029,c20029,p29,toys,5,98
20030,c20030,p30,beauty,1,115
20031,c20031,p31,sport,2,132
20032,c20032,p32,elec,3,149
20033,c20033,p33,books,4,166
20034,c20034,p34,home,5,183
20035,c20035,p35,cloth,1,200
20036,c20036,p36,food,2,17
20037,c20037,p37,toys,3,34
20038,c20038,p38,beauty,4,51
20039,c20039,p39,sport,5,68
20040,c20040,p40,elec,1,85
20041,c20041,p41,books,2,102
20042,c20042,p42,home,3,119
20043,c20043,p43,cloth,4,136
20044,c20044,p44,food,5,153
20045,c20045,p45,toys,1,170
20046,c20046,p46,beauty,2,187
20047,c20047,p47,sport,3,204
20048,c20048,p48,elec,4,21
20049,c20049,p49,books,5,38
20050,c20050,p50,home,1,55
20051,c20051,p51,cloth,2,72
20052,c20052,p52,food,3,89
20053,c20053,p53,toys,4,106
20054,c20054,p54,beauty,5,123
20055,c20055,p55,sport,1,140
20056,c20056,p56,elec,2,157
20057,c20057,p57,books,3,174
20058,c20058,p58,home,4,191
20059,c20059,p59,cloth,5,8
20060,c20060,p60,food,1,25
20061,c20061,p61,toys,2,42
20062,c20062,p62,beauty,3,59
20063,c20063,p63,sport,4,76
20064,c20064,p64,elec,5,93
20065,c20065,p65,books,1,110
20066,c20066,p66,home,2,127
20067,c20067,p67,cloth,3,144
20068,c20068,p68,food,4,161
20069,c20069,p69,toys,5,178
20070,c20070,p70,beauty,1,195
20071,c20071,p71,sport,2,12
20072,c20072,p72,elec,3,29
20073,c20073,p73,books,4,46
20074,c20074,p74,home,5,63
20075,c20075,p75,cloth,1,80
20076,c20076,p76,food,2,97
20077,c20077,p77,toys,3,114
20078,c20078,p78,beauty,4,131
20079,c20079,p79,sport,5,148
20080,c20080,p80,elec,1,165
20081,c20081,p81,books,2,182
20082,c20082,p82,home,3,199
20083,c20083,p83,cloth,4,16
20084,c20084,p84,food,5,33
20085,c20085,p85,toys,1,50
20086,c20086,p86,beauty,2,67
20087,c20087,p87,sport,3,84
20088,c20088,p88,elec,4,101
20089,c20089,p89,books,5,118
20090,c20090,p90,home,1,135
20091,c20091,p91,cloth,2,152
20092,c20092,p92,food,3,169
20093,c20093,p93,toys,4,186
20094,c20094,p94,beauty,5,203
20095,c20095,p95,sport,1,20
20096,c20096,p96,elec,2,37
20097,c20097,p97,books,3,54
20098,c20098,p98,home,4,71
20099,c20099,p99,cloth,5,88
20100,c20100,p100,food,1,105
20101,c20101,p101,toys,2,122
20102,c20102,p102,beauty,3,139
20103,c20103,p103,sport,4,156
20104,c20104,p104,elec,5,173
20105,c20105,p105,books,1,190
20106,c20106,p106,home,2,7
20107,c20107,p107,cloth,3,24
20108,c20108,p108,food,4,41
20109,c20109,p109,toys,5,58
20110,c20110,p110,beauty,1,75
